text,stars
Amazing. Had the sandwich and couldn't be happier. Annoying that they don't have ketchup for the tator tots though,5
5 stars for Great tasting food and affordability.  If you like Vietnamese this is the best I have found in the west valley.  Not fancy decor however food makes up for simple atmosphere.,5
Saw an episode of this place on the cooking channel and of course had to try it out. A-FRICKEN-MAZING.  The food was was like nothing I've ever tasted.  I will try to go again the next time im in town.,5
"There was this cashier that's shit rude, and ended up getting my drink wrong anyways. Lol why is she always there when I go.",2
"Bought two $16 slushie drinks, no alcohol in them
Go to Fat Tuesday's instead",1
I ate beef rendang and it was the most delicious rendang I have ever tasted in United States. Totally recommend it,5
"Ok. Since I've become completely and totally addicted to tsoynamis, it's only fair that I update my review. At least once a week I find myself craving a tsoynami. Even my boyfriend, who is adamantly against vegan and soy products, has fallen in love with the tsoynamis and often accompanies me on my trips to get them. These desserts are also HUGE. For $4.50, you can easily split it between two people. I usually like to eat my own so I can bask in my gluttonous glory. All of the baked goods are also excellent. I have not been disappointed by anything I've had here. I've been converted to a Nami believer!",5
It's a very impressive restaurant. Full of surprises! We really had a great time after party. Food are very good and the environment is awesome! The restaurant is very special! I loved it.,5
Probably the best place in Aurora to grab lunch or dinner. Quality and service is consistent. Place is really small and has great character. The outdoor patio is awesome. Drinks are very good and they have a solid beer selection. Their burger is best in town. Definitely worth a try.,4
Went for happy hour. Great apps and a great beer selection. The wait staff is very friendly and helpful.,4
"I dig this place! The staff is friendly, the food solid, the atmosphere fun and casual. A nightclub for adults who have thrown away their shiny shirts and Versace suits. A fun time with good eats. Give it a try.",5
"I had combination 18 which was fair at best.  My wife had the taco salad and she rates it slightly higher.  I'm not impressed enough to come back.  Service was slow, but with only two other tables I'm not sure why.",2
"I went with three friends and we were all very pleased with our food. Excellent chips, the chicken fajitas were outstanding, chicken enchiladas were very good. All of us would come again!

Service was great!",5
One of the best meals we had during our weekend trip in Charlotte. The honey chicken pasta was absolutely delicious. The stroganoff was also very good!,5
"One of my favorites and I'm a major foodie. Pork Belly Tacos and Lamb Lollipops are insane. If you don't get there early, it's a pretty long wait. We don't ever concern ourselves with the wait, we chill at the bar with the amazing creations that the highly knowledgeable bartenders have to offer. It's not a place to go to just eat--it's an experience from the moment you walk in to the last bite.",5
"Best veggie burger in town with avocado and sprouts it is delcious!!  Go early getting a table is tough once happy hour hits but also had a great bar area.  Other little secret is that their chocolate cream pie is the best in town.  Seriously,  definitely order it or make a trips just for it.  Also,  good wines, of course.
As far as kids go I think it depends on the time of day.  It has milkshakes and good burgers for kids but in the evenings has more of a bar vibe.",5
"Great neighbourhood spot to go to for breakfast on the weekend. Staff are attentive and friendly. It was steadily busy and we never felt rushed to leave. I had the grilled cheese on sourdough with extra pulled pork. It came with a simply dressed kale salad. Ordered a small order of fries on the side. Delicious!

Will definitely make the effort to return. Most people in Leslieville head for Lady Marmalade and subject themselves to a ridiculous wait. Come here instead. You can order different types of waffles or have your big breakfast of eggs, brioche, etc. A much more civilized experience for a weekend if you ask me.",4
"Am I missing something here??  I've been anxiously waiting to visit this place because I've heard so many positive things about it.  Heck, it's been featured on the food network!  So I finally went today. 
Got there around 6:30 pm on a Friday evening and the tables were filling up quickly.  Cute decor, island music and nice youthful ambience.  I was feeling good...but not for long.  
Chips and pico were served. Took a quick glance at the menu and knew what I wanted.  Fish tacos!  What else?  The place bears the name so it must be their specialty, right?  Wrong!!  I ordered the blackened mahi fish tacos.  ($10.50 for 2 tacos +1 side).  They were wrong in all senses of the word.  Where do I even begin... 
Ok, so the plate looked nice but the fish was dry and warm (I like my food hot unless its supposed to be cold).  It had absolutely no flavor.  Blackened is supposed to be very flavorful people!  The fish chunks tasted like stale, warm, low-sodium canned tuna with a hint of, I don't know, garlic powder maybe??  It had a smear of avocado, a few shreds of white cabbage, a few shreds of cheese and a drizzle of ""white cilantro sauce"" which was so scant that I couldn't even taste it.  It was decoration, I guess.
For my 1 side I chose the refried beans.  Yuk!  Tastes like cheap canned beans.  I ordered a dos XX special lager on tap and it was flat and watered down.  Even the beer was a hot mess.  And here I am in shock!  I'm not quite sure what all the hype is about. This place was not very good at all.  And I don't plan on going again.  Ever!  If I want good fish tacos, I'll go to the pros... Authentic Mexican.  I'm done!  What a disappointment!",1
"First off, know that this place is really more for take-out and delivery.  The couple tables seem more for waiting...it's really small and not particularly decorated.  But I ate here, as it was convenient.

I ordered 12 hot wings (can't get a smaller order) and 6 fried mozzarella sticks.  They give everyone their order like it's to-go, so mine came in boxes in a bag.  The wings were nice and hot...waited for them to cool down.   The fried mozzarella were good in that the cheese was nice and hot and gooey...something I could thoroughly enjoy as I ate them there.  However, the breading wasn't very tasty, and they seemed too perfectly similar to have been made there.  The marinara served with them was quite good, which would bode well for their pizzas.

The wings were flavored like Frank's Hot Sauce, with plenty of sauce.  Nice and hot in temperature, with enough meat on them, these were delish.  Most places fry their wings.  I couldn't tell for sure, as the skin had a slight crispiness, but didn't taste fried.  But I found out that they were.  

So, basically, I was impressed and will return to try their (takeout) pizza!",4
"Came here on a Saturday for dinner.. there was a wait for a table so we decided to sit at the bar for a drink until the table was ready.
Ended up ordering food at the bar and giving away our table because Emily was so cool!!
Seriously, my favorite bartender. EVER.
Attentive but not annoying.
Handled everything (being the only bartender there) very well.. timely and efficiently.

Drinks: Moscow Mule and Vietnamese Donkey
BOTH SO GOOD.

Food: Lobster Pho.. 5 stars. Delicious
Ox Tail Fried Rice: 5 stars. Really good, and actually had good chunks of meat and a yummy over easy egg on top. 
Fried calamari: big portion (we had leftovers) really good kinda spicy dipping sauce! 

Overall, 5 million stars",5
"I've been going to Hayley for years, followed her from Dizin to Habit then Habit 2 and now at Mint. Regardless of distance, she's worth it because she cares about her clients and knows hair. As a person she has a sweet disposition, and as a stylist she knows what works best, and will experiment color with you and try to ensure you have an overall positive experience. I've been doing color with her for some time, been working with purple, blue, red, teal, copper color tones, and I like that she follow-ups with you on how the color turned out and she makes fixes by buying different color products in hopes it'll last longer, that alone shows how caring Hayley is, some stylists would usually stick to products that they think is good enough but for Hayley good enough is not it, she goes for great or better. 

Hayley always takes the time to catch up with you, and is flexible when it comes to appointments. I wholly recommend you get a cut/color with her because she's great at what she does!",5
"Their pizza is always hot & fresh.  I placed on online order last week and somehow when I went to pick it up I had 3 pizza's!  I showed the confirmation email & explained I hadn't hit complete button & I went back and edited my order.  Jay was kind enough to give me those 3 pizzas for the price of one instead of throwing them away.  I thanked him and apologized sincerely.

I will continue to do the business with them ..... it's the best pizza in my opinion!",5
"Hands down, this is the BEST place for good, fresh food! If I could eat here every day, I think I would! 

They make everything in house and they are very responsible about getting their food source locally (or not too far of distance away). We picked to eat here two weeks in a row...crave worthy. We got three of their specials: baby back ribs, pork, and trout. All the dishes were cooked to perfection! What I appreciated the most was that they paired the sides so well...from risotto to horseradish mashed potatoes, to a mixed couscous. I also ordered their shrimp, andouille sausage and grits...oh my gosh, the flavor was phenomenal! 

It's definitely comfort food and you'll want to stay and ""savor"" every bite. I absolutely loved their blackberry and peach cobbler with a scoop of vanilla ice cream on top! My mouth is watering...is yours?! The coffee was great too. Beer selection was good and on the night we went they were all $2. Love the specials!

The service is super friendly, yet not intrusive on your lovely dining experience. Even as we were leaving, one of the kitchen chefs was taking a break outside and he even greeted us. Just a great energy vibe...one stop here will make you a better person!",5
"I've never had Korean BBQ before but I will be back to Hobak Korean BBQ for sure. The service was excellent. Everyone was so friendly. The food was so good. I don't have a clue what exactly everything was but it didn't matter. it was all good. I was afraid the side dishes like kimchi would be too spicy for me but they were very flavorful but not spicy. Hot sauce and extra peppers were available for those who want hot.  We had the beef combo with brisket, rib eye and skirt steak. Brisket was my favorite. Now I will be looking for Korean BBQ in Portland since I only go to Vegas twice a year...",5
We sat at the bar and the hostess wrapped silverware through our entire meal next to us at the bar. The sound of the silverware clanking around in the metal container was atrocious to listen to while dining. Food was good but won't be back.,2
"This was my first time at massage nirvana. I got the intro price of $49 for a 50min massage. I brought my friend for her birthday and this was her first massage experience. We were both completely satisfied. I loved that the massage included a scalp massage. A lot of other places charge extra for that. I originally thought that I would only come here once for the cheap intro price and not come back to pay full price, but After enjoying my services I will definetely be going back!",5
High quality and fresh tasting sushi. Absolutely delicious. Wonderful and friendly service.  Beautiful and distinctive decor. Easy parking as well. Definitely my new favorite sushi restaurant in the Las Vegas area.,5
"The oatmeal cookies are baked right on site. The actual store sells beautiful household items and unique decor. They serve wonderful team either hot or cold. The owner and her daughter run the shop. They also do a lot of custom wood orders, Laser wood engraving.

A great place to come with friends your kids or family to have some tea and cookies great atmosphere very comfortable and beautiful",5
"If you don't go to Eddie V's Happy Hour (Reservations recommended, really!) and partake in the delish food and beverages then you just do not LIVE!   Where to begin.  SO, I don't really like going to The Quarter.  Parking is a bitch and it's quite a walk to get anywhere good (Eddie's does offer valet though) but we were getting Pedi's at Dolce and I wanted to take my Mom for a Spa treat and dinner.  Oh, and she was the designated driver because, have you HAD their Cosmo?  It's a triple pour Vodka for $6.00!!  And it's probably the best Cosmo I have had hands down!

Being gluten free by disease, I have to make absolute sure that both the cooks and waiter understands this.  I had an issue the previous time with a biscotti being put in my fruit dessert....but THIS visit we had Joey G. and he rocked!  We were there at 5:15 so we could dine before the very loud music began at 6:00. We shared a shrimp cocktail and each had a gluten free hot crab cake.  Great place for a celebration...but make sure you make reservations even for Happy Hour!  The place is usually full!",5
"We stayed here on our return trip from New Mexico. Staying in the suburbs of Las Vegas was a bit of a jolt after two weeks in a secluded house in the high desert, but our dog sure seemed happy to see the nice strips of manicured lawn that surround this La Quinta via a series of higher-end strip malls. 

The hotel staff were friendly, the room was clean, and everything was mostly in order. The gym equipment was wobbly (with the elliptical being dangerous in that regard) and the exercise room was a bit humid due to its proximity to the pool, but we enjoyed our break from driving and would stay again.",3
"My aunt recommended this place to me because she said this was her favorite place to get fries. I guess I should have realized that the fries probably just impressed her more than the actual seafood. I ordered the jumbo fried shrimp plate and got the fries with it. The shrimp was good but not great, the fries were really nothing special. The waitress I had was kind of weird and a bit rude even if she wasn't trying to be. The whole experience was just kind of odd.",2
Service is terrible waiting on a tow now for 90 minutes in the middle of Phoenix.  Keep providing eta and keep pushing it out.  Will cancel this service tomorrow!,1
The Good Egg was a good place for a fast breakfast.  Food was ok and the service was courteous and attentive!,3
"We had a great experience at Benihana. We didn't go in expecting anything different.  To us, it is a restaurant for specific occasions and we don't expect it to be something it is not.  We were seated right away at our reservation time, our server was excellent and attentive, and our chef, Colton, was very entertaining and seemed to really enjoy his work.  The manager came by and was very nice and friendly.  I can find nothing to complain about.  Great experience!",5
We had the bone in wings mild and a deep dish pizza. Sooooo good! The server was very nice and friendly. We will make this a regular stop.,4
"I visited this restaurant for lunch today with my team from work. I'm giving this restaurant 4 stars because I absolutely loved the inside of it and the atmosphere. The interior is so nice and unlike any other restaurant I've been inside. Very creative. I also absolutely loved the salad I had. Being that I have wheat and lactose allergies, what I can eat there is extremely limited. I ordered a salad, with lettuce, tomatoes, cucumbers, shrimp, chicken and balsamic dressing. The salad was sooooo good. I was nice and full after I ate it.

My team members ordered pizzas and pasta dishes and those looked really good. I may try one one day.",5
"A recent work conference took me to one of my absolute favorite cities ever this past weekend, and a quick google search took me to this fabulous restaurant. I contemplated trying it for 2 days before a co-worker looking to grab dinner convinced me to test it out. I'm very glad she did.

Naturally like others - I love the concept. I've come across it several times now in my travels, but this is the first time I decided to eat at such a restaurant. You get them feel goods when you do. 

I ordered a scallop special and my co-worker had a duck special. Both were fantastic! Or so she told me on the duck because of course I didn't sample hers. I am not the biggest scallop fan, though I keep ordering it because I WANT to like them. These were the best scallops I have ever had. EVER. The succotash paired very well with the seafood as did the apple sauce tasting ... sauce atop them. Beautifully plated and amazingly delicious.

Admittedly, the service was slow. Very slow. But the food and fantastic weather (we sat outside) push me to give this restaurant five stars. I wouldn't hesitate to recommend this to anyone I know visiting Charlotte.",5
"My wife was driving from Virginia City, NV to Flagstaff, AZ and planned to stop overnight in Henderson.  Unfortunately, a plastic mud guard had dislodged and was rubbing against the tire.  More unfortunately, it was midnight, so no way to get it fixed then.

She had a schedule to keep, so the only thing to do was to drive over to 5-star rated Rebel first thing in the AM and see if they could get her going.

Yep, they got her in and got her on the road again with a temporary repair.  Not only that - no charge.  Have a good day!

So of course, all our relatives in So Nev will hear about that!  Thanks Rebel Auto!",5
"I've been to WG about 5-6x and food and staff is amazing! However I went there last night and the food wasn't great, it was different apparently they got a new cook. The hummus portion was tiny, the club was completely different and the mac and cheese was completely different. Next time I'll stick to wings! I'll still return but just a bummer about the dishes not being uniform in preparation :(",3
This is simple. This is one of the best dentist's I've been to. And I hate dentist's.,5
Staff is always helpful and friendly. Good selection of items and a Great location. Highly recommend.,5
"I ended up overpaying. I went on Orbitz and got this as part of the package. I paid $15 with Orbitz and Grey Line only listed $12 for the Strip and $16 for Downtown.

But I also wished I had seen the small stack of non-impressed yelpers here before I went to Vegas. I arrived at midnight and still stood around for about half an hour to get a ride when there were 4  cars just sitting around. The ride was like sitting on public transportation. 

The return trip was the worst. I had a 3:40pm flight; they wanted to pick me up at noon. Circus Circus is only 20 minutes away from the airport. I had to kill over 3 hours at the airport when check-in and everything took half an hour only.",2
"After a few hours reading a book from the library and exercising from the local recreational center nearby you want to enjoy family time while window shopping but don't want to drive far distance and besides you want to take your family on a walk like Hollywood boulevard style in the fresh open outdoors. After walking and shopping you can eat at several of the fine dining restaurants, gamble, watch a concert or movie, this location is the place.",5
"Was craving Thai food after seeing a google doodle about pad Thai, so a group of us found Sawasdee and made a stop in. Didn't realize it was mainly delivery/takeout, but luckily we were able to claim the single table they had inside! Two people appeared to be working tonight, with one running deliveries & pickups and the other doing the register, cooking, and pickups. While they seemed plenty busy, both employees were very friendly and welcoming, with the woman apologizing for wrapping our stuff up to go before realizing we were dining in (no big deal). 

The food itself was decent - between the three of us we got pad thai w/ chicken, pad see-ew w/ chicken, and drunken noodles with tofu. The food came out pretty quickly and piping hot. The chicken was kind of dry and bland, but the noodles and vegetables were fine. The drunken noodles also got a thumbs up. 1-10 heat scale customization for each dish as well so you can get any item to your taste! This may not be our first pick for Thai food, especially if we are closer to some of the other good Thai places in the South Hills, but it's quick and friendly, and we'll definitely make another stop sometime to try out more items.",3
"I crave the Mexican pizza with chorizo. Soooo delicious.   
The seasoning on the chips is great,  too.",4
"Glad I went with my local friend's suggestion to take her here for lunch when I was in town. I am not a burger eater, but 2/3 of us were, and my food was still great anyway.

I had a customized chicken burger - gouda, mushrooms, spinach, truffled shallot aoli and it was totally delicious and NOT dry, with good flavor from the angel dust seasoning. Boyfriend had the farmer brown and enjoyed it, other friend had a custom one that she says is the best she's ever had. Upgraded to sea salt & herb fries which were well seasoned and crispy. 

We did have to wait a bit - first for the table, but we were seated quicker than promised and they text when it's ready. The burgers took a while but our waitress checked in with us, which was appreciated. Good times.",4
Starbucks will always be Starbucks! Good coffee for a high price. All worth it though!,4
"The best of the best.. my transmission was making a humming noise so I took my car to them to have it checked. To make the story short, they called the Nissan Dealership and I received a new transmission at no cost despite being a salvage car! I only paid $60 to this shop! They are very honest mechanics.",5
"So its Saturday night and the hubby and I are trying to decide what to do on Sunday morning. Hmmm where can we find sunglasses, jewelry, beauty products, live chickens and beer all in one place? Broadacres! Its like a treasure hunt every time we go. We moved here from Cali and had been missing the Santa Fe springs swap meet until we stumbled upon this place! Ahh it feels like home the smells sights and finds. Its almost a weekly thing to end up browsing the endless rows of stuff. If you get there early you get first pick but if you show up a few hours before closing on Sunday they are more willing to make a deal. So either way its a win win. The only downfall is the snack bar its over priced and just kinda gross, if you get hungry eat some bomb Mexican food at the other stands. As a matter of fact i think I'm in need of some nail polish, a lucha libre mask, and maybe live chicken or 2 too bad its only Tues. guess ill fulfill those desires come Sunday:)",4
"This place sells great bakery items. I had the chef salad. It was prepared how I like with all the veggies, meat and cheeses reduced to a fine dice. My wife had the Thai Noodle salad and enjoyed it as well. The service was friendly, and the prices are lower than what they ought to be. This school is doing positive things in our community by teaching cooking skills and techniques to students that have fallen through the cracks of our public systems. Give them a try and learn a bit about the work they are doing as you eat chef prepared food.",5
"Good work, but techs are very rushed. I asked 3 times to change my nail shape and she just kept saying keep the same, so I did. $80 later my nails were beautiful but not exactly what I wanted. Product lasted a long time and was very pretty. Make an appointment!",3
"This is the worst nail salon i have ever been to ! First of all, one of the nail techs had the WORST attitude ever. Her clients are the ones who are brining money to their business , she shouldn't be acting like that. She was talking very low i could barley hear her. I asked her if she can make my nails less pointy and she rolled her eyes. she kept on rolling her eyes. She even burned me !! I was getting acrylic nails and she burned me with the thing that spins to take off your cuticles... Also, the end product of the nails were just BAD ! She also didn't even cover my whole nail with acrylic on some fingers ! DO NOT COME HERE.",1
The best latte I have ever had in Toronto.  Plus the breakfast burritos are amazing.,5
"Had a wonderful time tonight. Met a very nice gentleman, Dominic Parisi, at the steakhouse. What a class act. Had dinner for the second night in a row (will get the sea bass again tomorrow). Thought bartender, Mel, was great!  Absolutely have fallen in love with this hotel again. Dominic would be a great V.P.!!!",5
Food is always amazing!!! Best Mexican restaurant I've eaten at service is nice but a little slow I keep going back because of the food!! :) they have only one bar which is outside in the summer time the drinks are warm... Like I said before the food is killer though so all that can get put behind.,4
The Master Spa has the best foot massage that i ever had...i am from Los Angeles.. there are many of foot massage places there...but none of them like this one..so friendly and has very good skills..especially the therapist Lin-Lin...wow..so amazing!! Definitely recommend and will come back every time i visit vegas~~~ Nothing more but A++++++++++++++++++++++++++++,5
"DO NOT LEAVE ANY PERSONAL BELONGINGS OUT,  they will disappear. I had a toiletry bag swiped while I was right there in the shower room. When I approached the front desk regarding this the response I got was as follows: "" What do you want me to tell you"". That is the kind of service you will get from the staff there. Otherwise, gym is slow paced, older crowed but some good classes and no wait on machines.",2
"The food was good, I had a bbq chicken pizza on a califlower crust. Califlower buffalo bites and chicken tortilla soup. Everything was great other than the chicken tortilla soup. It was more of a paste like out of a bag and didn't taste well.  Another thing was the price it cost me 17.50 for just the pizza which I think is quite expensive. The service we got was decent but he did take a long time to to bring our check when I ask and run my card like over 10 minutes. I had my kids with me and to me as a server I would get it quicker than that.  The food and service was not worth the price of most of the men. 

Update on review CPK reached out to me on my review and they encouraged me to post a feedback about my experience to the website.  So I did and the general manager of the chandler CPK called me. He looked into the issue and apologized. He stated he knows which waiter was it and will correct it so it doesn't happen again. He also stated that the chicken tortilla soup can get that way if it is not made right and should have not gone out that way. He was super nice and understanding about everything and offered for me to give them a second chance. He offered two free entrees. Today I went and got two califlower pizzas, one was bbq chicken and Thai peanut chicken and god they were amazing. I don't mind giving them a second chance and glad I did some times one experience doesn't define everything. The GM was great about it and he actually took my order when I went in today.
I gave them 2 out of 5 the first time and today they get a 5 Star",5
"I love this place, skinny girl margaritas are where it's at so you can use most of your calories on the stuff that matters like chips and dip. The guac is 'you need a fork because your chip is going to break its so chunky' good. I had the veggie enchiladas which I highly recommend. The only reason this place gets a 4/5 is because I only got two enchiladas and another time I got three.",4
"Joanna was amazing! Beautifully kept spa with a friendly, smiling staff. Thanks Hand and Stone Chandler!",5
"This place is great, family run and the homemade food is prepared right out in front of you. I live in Denver and visit here because of relatives in the area. I found Happys because I was looking for Internet a few years ago and sat down to eat. The service is great and very friendly and the price is very reasonable. I make it a point to come here with my dad every time I visit.",5
"Gabroy law is the best in the business for many reasons. Christian Gabroy is the BEST professional in the entire state upon employment matters for your business. His entire staff is very professional, easy to work with, and really care about the client. 10 star firm!!!",5
"Wouldn't suggest the food (had the artichoke dip that had the consistency of paste), but dude!  The drinks are amazing!!!",3
"I've been looking for a seamstress and alterations person for a while now, I took one item to start, the turnaround was fast, the price was reasonable. And she is very very nice. I'm going to start taking more pieces to her to have altered or fixed.",5
"Ok, have racked up two $100-ish casual tabs here trying basically everything, and...

The oysters are a tasty deal ($1 each for nice-sized Bluepoints) - the big question is if that's a loss-leader or if they will stay that cheap forever? And the live scallop is pretty delicious, too. Big fan of the Ponzu Salsa and the Pickled Peppers & Habañero oyster sauces (you get to pick from a list of 6 of them).

The waffle fries sound appealing, but don't get your nostalgic Chick-fil-A hopes up. They come out skinny-ish and slighly overfried. Chick-fil-A just announced their newest franchise location to be coming soon (to Henderson?) so the novelty of waffle fries shall soon be a novelty no more.

Got a bunch of other menu items, and was able to try:

The dolsot bi-bim-bap-style Pork Belly Kim Chi Fried Rice, which was disappointingly bland, underseasoned and mushy (the rice). I guess it would be a miracle to expect that this would be good here? If you've *never* had legit dolsot bi-bim-bap I can see how your mind might be blown by the hot stone pot, et al. But seeing as 13 of the 20 customers during my last visit were actual Asian Yelpers that I recognized (crazy!) they might have a hard time making this dish convincing.

The Spicy Yuzu Chicken Wings, which were relatively good - 'relatively' being the operative word - it's pretty hard to mess up fried chicken wings. The herbs and spices in the fry meal are almost KFC-like, which isn't a bad thing. But I wouldn't know they were particularly 'Yuzu' unless you told me. At about $2.50 a wing these aren't exactly a bargain. 

The Roasted Shishito Peppers: a pretty uninspired effort. There are many better versions of this around town. The roasted cauliflower that this dish came with was one of the better things we ate this time around. More of that!

Amberjack Crudo: suggested by our waitperson. A chalky taste (and aftertaste) really made this unappealing. Disappointing and $11 for about 4-5 slices. I wish I had gotten 11 more oysters instead.

Red wine by the glass ($10-$13) will start to add up. Beer is pretty reasonably priced.

Sitting in front of the oyster cabinet is a bit hard on the eyes - the fluorescent kitchen lights shine bright. Sunglasses wouldn't be out of order.

Overall, a solid effort, but *far* from mind-blowing in terms of flavor profiles. Really cool staff (which they've got!) will help this place do well. But a few nip-tucks and adjustments to the food will ensure they will become a frequent hang of those who eat out the most - twice a day, every day of the year...",3
"Never thought of this place when thinking of YELP reviews, but glad these 2 folks did to prompt me...this place is FANTASTIC!...have went here for 8 years now when I need resoling/restitching or any other small shoe problem fixed, they're quick, as mentioned honest (I've had them twice tell me they'd just be taking my money by trying to fix a problem that won't work) and charge a decent price (for Belks SOuthPark, a really great price)..EX: my wive just had an old pair of cowboy boots resoled for $25...try & find that anywhere else in town....love these folks!",5
Easily some of the best service I've ever had and it's consistently great.  Great ground crew with attention to detail.  Staff inside is very friendly and equally as great.  CAA prices for fuel.,5
"Beautiful hotel and in response to other reviews I thought it smelled fine. Rooms were clean and ready for an early check-in. The lobby was a little cold but kind of expected it since the atrium was huge. The only improvement would be to temperature check your breakfast buffet line more often, my wife said everything was cold and that was even after they brought out a fresh batch of breakfast potatoes.",4
"Wasnt worth the price, super small rooms nothing surprising, and boring puzzles. I wouldnt reccomend.

I've tried both locations downtown core and mississauga, done 3 puzzles But all are equally disappointing. 

All of the times I've been to were going with colleagues paid by my company we will no longer go to captive escape.",1
"Nuit Social is the perfect spot for a nice, romantic dinner for two. There is indoor seating and a small, enclosed patio of tables outside. If there's good weather, I suggest an outside table.

The charcuterie is where it's at and it would be a shame to leave here without. These boards can be completely customized with selections of meats, cheeses, and olives. There were sooooo many fantastic options and the staff is knowledgeable and can help you make the best selection. 

They have great options for salads and I highly recommend the Arancini, which was little fried balls of saffron rice, sausage, and smoked mozzarella. It was ridiculously good.

Their wine bottles were half off so we ordered one for the table. I'm the only wine drinker in my party so I knew I wouldn't be able to finish (or at least I shouldn't), but the server was happy to recork the bottle and allow me to take it back to my hotel. 

Charcuterie, wine, and ambiance made this such a delightful dining experience. Highly recommend!",5
I am a regular customer and I came in tonight right before closing which I normally do not do.. a young girl with blonde hair threaded my eyebrows & lip was very aggressive and it hurt ...I told her that it hurt if she could use powder and she got an attitude with me and was not concerned when I was flinching .I would not recommend going to this particular person and I will definitely only come when I see the regular faces that I've known for the past 3 years I've been going,1
First of all... With a name like mother's how could it be nothing but delicious!!! It was like food from my own (Filipino) mother. Reasonable prices and good portions. They even let you have samples of the food. Was very impressed and this is coming from someone who had Filipino food her whole life! Definitely worth the drive from north Scottsdale.,5
Omg they are so good!! Bahn mi is amazing!!! I love sandwich shops and this one is very good in my opinion.  Esp in the chandler area! Great prices too.,5
"Went here yesterday for a Summerlicious lunch with some co-workers. I love that I was able to reserve via OpenTable. Why get on the phone and talk to someone when you can click buttons at your computer? No problems with the reservation... we had a big corner table saved for the 5 of us. 

It's one of the cheapest lunch options for Summerlicious, only $15. Salted beets for app was good but not particularly memorable. Entree was a fish pie which was delicious -- very very rich and heavy. Three of us ordered it and no one was able to finish it. The pie comes with a very rich and buttery puff pastry on top. So good. 

I had no room for croissant bread pudding for dessert and changed it to ice cream/sorbet. It was all just as well because they had just run out of bread pudding and we would have had to wait another 15 minutes. 

Our server was quite friendly. Service was fast which was good because we got to get back to work on time.",4
we just walkin here for my husband and daughter's hair. We were accomodated right away.,5
"We were staying at Treasure Island so this was a great meeting place for the group we were with.  The nachos were good.  But I really recommend the fried chicken with mac and cheese and green bean casserole.  FANTASTIC!!  prob the best mac and cheese I have had,  bucket of beers are a good deal too!  My friend had the cole slaw which was one of the best slaws I've had in a restaurant",5
"I am a fan for three reasons:

1. They make EXCELLENT margaritas - I love the Jalapeno one. Their house margarita is delish too. 2. Excellent chips...and...if you ask for it, they have one of THE hottest salsas I have ever had in a restaurant! (that's my 3). My hubby says it's hotter than the ""blazing"" sauce at Buffalo Wild Wings. If you like HOT salsa, ask for it, but be careful not to take a big scoop or you will burn your tongue off.",4
"This locally-owned clothing store has a global market and it often deatured in top fashipn mags.  This place is a favorite of Greek girls and JAPS (jewish-american princesses) and the prices reflect this.  Everything is big city expensive and they have all the top brands....Seven jeans, Citzens of Humanity, L.A.M.B....a little taste of New York right on State street...just be ready to be made feel like a second class citizen if the employees don't think you've got the cash to afford their clothing.  4 stars.",4
"The Hatch burger had a fabulous taste. I recommend. They have have bottomless mimosas $16. No pulp in the orange juice which I love. I server Mike was fabulous, friendly and well attentive. I would highly recommend this off the strip gem.",5
"I saw a car online, spoke to the sales manager made an appointment to see him the next day at 6 and submitted a pre approval application. I drove an hour there to find out the car had been sold. I didn't get a courtesy call about the vehicle being sold and took me yelling at the sales manager for him to even apologize. Definitely let a sour taste in my mouth and can tell they don't care about their customers.",1
"Love this place.  Small pool and just one bar in the back but the venue itself, DJs and service all tops.  Like everything in Vegas you get what you pay for.  

I recommend Cabana 132.  Cabanas can accommodate 15 and comes with a safe, tv, AC, X-box also you can get massages",5
"Is it possible to give them zero stars??  I don't think I have ever written a downright bad review for somewhere, but here it goes.

First, there were a few smaller inconveniences: They gave us a room with one bed when we asked for two, takes a long time to find a parking spot, front desk guy doesn't really seem to know what he's doing, etc.  A bit annoying, but not the biggest deal. We also noticed our A/C unit had ice all over one side, but we were too tired to care. We checked in around 11PM and were probably asleep by 11:45 after a long day of driving.  Around 12:30 we were awakened by a loud banging from our A/C unit.  Again, annoying, but whatever.  So we flipped the unit to ""fan only"" and went back to sleep.  Around 1AM, we were awakened again by the A/C exploding.  I'm not kidding.  Loud bang.  Fire.  Sparks.  Did I mention FIRE?!  Scares you to death, and I'm sure if the bed was closer to it, injury-threatening.  In any event, the fire was put out quickly, but HERE""S THE KICKER: the front desk didn't really care!  No, ""Oh wow, sorry about that, we'll look into it.""  Just ""you can change rooms if you want.""  Yes, I want!  We waited in line for some time to change rooms (gotta love Vegas), and they switched us rooms, but after that fiasco though, we just couldn't sleep and decided around 2AM to just leave, and... THEY WOULDN""T GIVE US A REFUND!!!  Really?!  No refund?  We were there less than 3 hours, most of which time was spent dealing with their mess ups and defending ourselves from demon A/C units.  Wow.  Obviously something we should pay full price for, right?!

Simply put, don't stay here.  Unless everywhere else is full.  And then maybe just drive to Mesquite or sleep in a gutter somewhere.",1
"Hands down best bbq restaurant in the entire state of Arizona !!!!! All meats were cooked to perfection, macaroni w/ brisket, delicious!  Mean greens, amazing!  Baked beans, marvelous! & the dry rub wings blew our minds! This is a must go for all Phoenix residents & those here visiting!",5
